ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB
Eoetvoesia	-16.887	10.551	5.50E-12	8.00E-11	Depleted	0	0.012
Pelagicoccus	-1.513	14.175	5.63E-12	8.12E-11	Depleted	0.014	0.041
Marixanthomonas	4.577	15.773	6.07E-12	8.66E-11	Enriched	0.118	0.005
Phaeodactylibacter	2.979	17.426	7.52E-12	1.06E-10	Enriched	0.538	0.068
Solitalea	-3.424	11.773	8.33E-12	1.17E-10	Depleted	0.003	0.032
Oleibacter	7.271	17.798	9.73E-12	1.35E-10	Enriched	0.702	0.005
Paracraurococcus	-7.114	12.774	1.15E-11	1.58E-10	Depleted	0	0.023
Kitasatospora	-6.938	12.288	1.16E-11	1.58E-10	Depleted	0	0.02
Thioclava	-16.975	11.288	1.95E-11	2.60E-10	Depleted	0	0.013
Undibacterium	-17.841	11.966	1.95E-11	2.60E-10	Depleted	0	0.023
Roseivirga	2.431	16.639	2.96E-11	3.91E-10	Enriched	0.286	0.053
WPS-1_genera_incertae_sedis	3.978	15.231	3.04E-11	3.98E-10	Enriched	0.209	0.013
Rhodothalassium	-4.598	15.176	3.66E-11	4.74E-10	Depleted	0.006	0.153
Jannaschia	1.937	15.074	4.04E-11	5.19E-10	Enriched	0.228	0.059
Psychromonas	0.734	14.392	4.89E-11	6.24E-10	Enriched	0.054	0.033
Aureicoccus	20.714	16.259	9.79E-11	1.24E-09	Enriched	0.172	0
Alteromonas	5.292	19.66	1.08E-10	1.35E-09	Enriched	4.661	0.119
Hydrogenophaga	-1.399	17.358	1.14E-10	1.41E-09	Depleted	0.172	0.453
Acholeplasma	-8.567	13.824	1.41E-10	1.73E-09	Depleted	0	0.063
Methylosoma	-9.078	14.988	1.48E-10	1.81E-09	Depleted	0	0.09
Albimonas	4.883	15.897	1.61E-10	1.95E-09	Enriched	0.358	0.012
Lacibacterium	-1.459	14.136	2.46E-10	2.95E-09	Depleted	0.035	0.096
Sanguibacter	-5.283	14.053	2.60E-10	3.09E-09	Depleted	0.001	0.045
Octadecabacter	4.176	17.176	2.64E-10	3.12E-09	Enriched	0.301	0.017
Ilumatobacter	-1.769	17.279	3.21E-10	3.75E-09	Depleted	0.299	1.019
Lentilitoribacter	5.434	15.785	4.42E-10	5.13E-09	Enriched	0.131	0.003
Loktanella	2.124	17.261	4.87E-10	5.59E-09	Enriched	1.396	0.32
Aureivirga	-4.072	10.966	4.90E-10	5.59E-09	Depleted	0.001	0.014
Altererythrobacter	3.46	17.175	5.42E-10	6.14E-09	Enriched	0.917	0.083
Ulvibacter	-1.015	16.811	6.60E-10	7.42E-09	Depleted	0.347	0.701
Geofilum	-0.686	13.824	7.74E-10	8.60E-09	Depleted	0.012	0.019
Aequorivita	-0.623	17.242	7.77E-10	8.60E-09	Depleted	0.083	0.128
Fretibacter	6.269	14.61	8.63E-10	9.47E-09	Enriched	0.088	0.001
Methylosphaera	-4.716	16.233	8.69E-10	9.47E-09	Depleted	0.008	0.202
Aciditerrimonas	-4.156	17.349	1.31E-09	1.41E-08	Depleted	0.031	0.556
Arenicella	4.525	17.474	1.43E-09	1.53E-08	Enriched	0.549	0.024
Rhizobium	2.792	16.58	1.59E-09	1.70E-08	Enriched	0.315	0.045
Litorimonas	4.177	17.011	1.87E-09	1.97E-08	Enriched	0.199	0.011
Maricaulis	5.455	17.188	1.88E-09	1.98E-08	Enriched	0.332	0.008
Propionibacterium	2.687	13.425	2.30E-09	2.40E-08	Enriched	0.061	0.009
Gaetbulibacter	-1.837	14.989	2.45E-09	2.53E-08	Depleted	0.149	0.531
Pseudomonas	-0.065	18.61	2.49E-09	2.55E-08	Depleted	1.561	1.633
Naumannella	-17.411	12.551	2.97E-09	3.02E-08	Depleted	0	0.017
Desulfobulbus	-1.704	13.551	3.34E-09	3.38E-08	Depleted	0.04	0.131
Haloferula	-5.339	18.532	3.84E-09	3.86E-08	Depleted	0.148	5.986
Joostella	-4.467	14.214	4.10E-09	4.09E-08	Depleted	0.007	0.151
Umboniibacter	-6.716	14.638	4.34E-09	4.30E-08	Depleted	0.001	0.07
Hydrotalea	-3.605	12.966	4.75E-09	4.68E-08	Depleted	0.003	0.034
Methylovorus	-6.09	10.551	6.38E-09	6.24E-08	Depleted	0	0.011
Nitriliruptor	-5.151	13.666	6.66E-09	6.46E-08	Depleted	0.002	0.065
Aquamicrobium	4.893	18.645	6.76E-09	6.52E-08	Enriched	0.529	0.018
Kaistia	2.579	17.175	6.95E-09	6.66E-08	Enriched	0.625	0.105
Ahrensia	7.389	16.384	7.23E-09	6.88E-08	Enriched	0.127	0.001
Rhodobium	-3.887	14.849	8.74E-09	8.26E-08	Depleted	0.008	0.116
Vallitalea	-4.733	14.61	8.86E-09	8.32E-08	Depleted	0.003	0.089
Dissulfuribacter	-16.694	11.288	1.03E-08	9.62E-08	Depleted	0	0.011
Sporomusa	5.111	16.966	1.14E-08	1.06E-07	Enriched	0.17	0.005
Persicirhabdus	-2.237	13.213	1.19E-08	1.10E-07	Depleted	0.013	0.064
Pseudahrensia	4.053	17.342	1.22E-08	1.12E-07	Enriched	0.578	0.035
Thiogranum	-0.967	14.824	1.80E-08	1.63E-07	Depleted	0.014	0.028
Rubrivirga	5.753	16.799	1.97E-08	1.78E-07	Enriched	0.163	0.003
Psychroserpens	-0.882	16.054	2.32E-08	2.08E-07	Depleted	0.383	0.705
Gracilimonas	-1.521	16.667	2.71E-08	2.41E-07	Depleted	0.086	0.246
Caldicoprobacter	-17.173	11.966	3.58E-08	3.15E-07	Depleted	0	0.015
Tindallia	-17.745	13.288	3.58E-08	3.15E-07	Depleted	0	0.022
Chelativorans	-1.123	14.426	4.72E-08	4.13E-07	Depleted	0.056	0.123
Spongiibacterium	7.786	14.823	5.20E-08	4.52E-07	Enriched	0.084	0
Sphingomicrobium	0.031	15.873	5.60E-08	4.84E-07	Enriched	0.053	0.052
Acidothermus	-4.728	12.288	5.83E-08	5.01E-07	Depleted	0	0.013
Salimicrobium	-7.313	12.967	7.63E-08	6.52E-07	Depleted	0	0.027
Mesorhizobium	5.474	14.897	7.90E-08	6.71E-07	Enriched	0.05	0.001
Meridianimaribacter	2.804	14.58	8.55E-08	7.22E-07	Enriched	0.119	0.017
Sediminibacterium	-2.225	12.424	8.69E-08	7.29E-07	Depleted	0.006	0.027
Corallibacter	-1.246	13.92	9.42E-08	7.86E-07	Depleted	0.038	0.091
Phyllobacterium	3.686	14.747	9.88E-08	8.20E-07	Enriched	0.117	0.009
Nocardioides	4.829	14.357	1.07E-07	8.83E-07	Enriched	0.075	0.003
Litorivivens	6.271	14.609	1.10E-07	9.01E-07	Enriched	0.058	0.001
Microbulbifer	-0.842	16.513	1.76E-07	1.44E-06	Depleted	0.218	0.391
Latescibacteria_genera_incertae_sedis	3.161	14.489	1.81E-07	1.47E-06	Enriched	0.061	0.007
Spartobacteria_genera_incertae_sedis	-4.289	11.288	2.45E-07	1.97E-06	Depleted	0.001	0.016
Leptobacterium	9.409	18.846	2.93E-07	2.35E-06	Enriched	0.515	0.001
Gp22	2.623	14.92	3.33E-07	2.65E-06	Enriched	0.133	0.022
Desulfomonile	3.056	14.747	3.45E-07	2.74E-06	Enriched	0.192	0.023
Sulfurimonas	-1.371	12.966	3.93E-07	3.10E-06	Depleted	0.011	0.028
Limisphaera	-15.588	9.967	4.26E-07	3.34E-06	Depleted	0	0.005
Opitutus	-2.662	11.288	4.44E-07	3.46E-06	Depleted	0.002	0.015
Oleiphilus	4.147	15.49	5.09E-07	3.94E-06	Enriched	0.181	0.01
Postechiella	5.788	14.251	6.30E-07	4.86E-06	Enriched	0.042	0.001
Thioalbus	-0.184	15.52	6.68E-07	5.11E-06	Depleted	0.061	0.069
Haematobacter	2.607	16.458	6.70E-07	5.11E-06	Enriched	0.683	0.112
Agarivorans	-2.417	11.288	7.00E-07	5.32E-06	Depleted	0.003	0.018
Staphylococcus	3.831	13.61	7.28E-07	5.50E-06	Enriched	0.032	0.002
Tropicimonas	6.608	14.943	7.81E-07	5.86E-06	Enriched	0.111	0.001
Parasphingopyxis	4.665	14.824	8.25E-07	6.17E-06	Enriched	0.058	0.002
Methylomonas	-5.884	11.288	9.04E-07	6.72E-06	Depleted	0	0.01
Thalassospira	6.366	18.99	1.10E-06	8.14E-06	Enriched	1.093	0.013
Solirubrobacter	-1.382	12.136	1.14E-06	8.40E-06	Depleted	0.006	0.015
Algoriphagus	0.173	15.195	1.17E-06	8.57E-06	Enriched	0.031	0.028
Neptuniibacter	1.101	18.315	1.19E-06	8.63E-06	Enriched	0.359	0.167
Arcobacter	0.068	18.536	1.20E-06	8.70E-06	Enriched	0.216	0.206
Saccharibacteria_genera_incertae_sedis	-1.349	11.966	1.23E-06	8.88E-06	Depleted	0.006	0.014
Salinimicrobium	0.152	14.667	1.24E-06	8.88E-06	Enriched	0.017	0.015
Lysinimicrobium	-15.694	9.966	1.47E-06	1.05E-05	Depleted	0	0.005
Desulfofaba	-1.969	11.773	1.50E-06	1.07E-05	Depleted	0.003	0.012
Rubinisphaera	2.226	15.323	1.79E-06	1.26E-05	Enriched	0.223	0.048
Ferrimicrobium	3.105	14.58	2.09E-06	1.47E-05	Enriched	0.029	0.003
Lentisphaera	-1.234	12.288	2.27E-06	1.59E-05	Depleted	0.009	0.022
Brumimicrobium	-0.427	14.096	2.34E-06	1.63E-05	Depleted	0.071	0.095
Zooshikella	3.593	13.287	2.55E-06	1.77E-05	Enriched	0.032	0.003
Oceanicola	17.892	13.136	2.79E-06	1.92E-05	Enriched	0.024	0
Aestuariispira	3.544	13.721	2.83E-06	1.94E-05	Enriched	0.062	0.005
Pirellula	4.14	14.011	2.89E-06	1.97E-05	Enriched	0.107	0.006
Gryllotalpicola	-5.506	13.721	3.43E-06	2.33E-05	Depleted	0	0.015
Longispora	-3.407	11.773	3.48E-06	2.35E-05	Depleted	0.001	0.011
Thermanaeromonas	17.535	12.136	3.69E-06	2.49E-05	Enriched	0.019	0
Teredinibacter	6.012	18.037	3.87E-06	2.59E-05	Enriched	0.513	0.008
Geminicoccus	3.264	13.136	4.14E-06	2.76E-05	Enriched	0.022	0.002
Paraoerskovia	-0.727	16.242	4.19E-06	2.78E-05	Depleted	0.082	0.136
Devosia	2.592	15.504	4.46E-06	2.94E-05	Enriched	0.16	0.027
Aeromonas	-2.253	15.156	5.03E-06	3.28E-05	Depleted	0.019	0.089
Taonella	-15.472	10.551	5.04E-06	3.28E-05	Depleted	0	0.005
Arcicella	-16.531	11.288	5.04E-06	3.28E-05	Depleted	0	0.009
Flaviramulus	-0.989	16.529	6.13E-06	3.97E-05	Depleted	0.124	0.245
Agromyces	-3.087	12.966	6.35E-06	4.10E-05	Depleted	0.004	0.033
Ferrithrix	5.098	14.799	6.46E-06	4.15E-05	Enriched	0.104	0.003
Litorilinea	7.839	16.106	7.31E-06	4.68E-05	Enriched	0.347	0.002
Arenibacter	4.698	15.156	8.06E-06	5.13E-05	Enriched	0.059	0.002
Propionivibrio	-2.922	10.967	8.69E-06	5.51E-05	Depleted	0.001	0.008
Roseibium	3.667	14.135	9.51E-06	6.01E-05	Enriched	0.038	0.003
Echinicola	5.529	13.824	1.03E-05	6.49E-05	Enriched	0.035	0.001
Methylovulum	-7.523	13.358	1.05E-05	6.56E-05	Depleted	0	0.031
Caldilinea	17.941	13.551	1.13E-05	7.02E-05	Enriched	0.025	0
Pelagibius	0.441	15.707	1.19E-05	7.38E-05	Enriched	0.095	0.07
Flavobacterium	-0.564	16.908	1.21E-05	7.48E-05	Depleted	0.21	0.31
Arenimonas	-1.892	11.966	1.22E-05	7.48E-05	Depleted	0.005	0.019
Adhaeribacter	5.242	14.551	1.23E-05	7.54E-05	Enriched	0.043	0.001
Shimia	1.503	16.601	1.25E-05	7.61E-05	Enriched	0.204	0.072
Parasegetibacter	-1.664	11.967	1.33E-05	8.10E-05	Depleted	0.005	0.017
Rarobacter	-15.209	9.967	1.73E-05	0.000104659	Depleted	0	0.004
Halorhodospira	-4.354	11.966	1.76E-05	0.000105771	Depleted	0	0.01
Aridibacter	6.596	15.136	1.81E-05	0.000108563	Enriched	0.037	0
Nannocystis	3.687	14.919	2.06E-05	0.000122892	Enriched	0.054	0.004
Rhodovulum	2.548	14.848	2.24E-05	0.000133065	Enriched	0.151	0.026
Falsochrobactrum	-1.646	14.392	2.27E-05	0.000134564	Depleted	0.02	0.064
Maricurvus	4.891	17.707	2.48E-05	0.000146134	Enriched	0.258	0.009
Mameliella	1.909	16.557	2.52E-05	0.000147981	Enriched	0.499	0.133
Rhodovibrio	20.468	14.798	2.57E-05	0.000150522	Enriched	0.145	0
Aquihabitans	3.217	16.653	2.79E-05	0.000162781	Enriched	0.166	0.018
Thalassotalea	3.668	17.106	2.99E-05	0.000173711	Enriched	0.116	0.009
Candidatus_Kuenenia	2.003	13.72	3.41E-05	0.000196991	Enriched	0.041	0.01
Halomonas	0.174	16.787	3.58E-05	0.000205905	Enriched	0.186	0.165
Oceanicella	-1.563	10.967	3.73E-05	0.000213806	Depleted	0.003	0.01
Francisella	2.787	16.942	3.86E-05	0.000220462	Enriched	0.086	0.012
Alkaliflexus	-4.643	12.551	3.94E-05	0.000224067	Depleted	0	0.008
Methyloferula	4.53	12.288	4.36E-05	0.000246704	Enriched	0.018	0.001
Nioella	4.37	14.799	4.71E-05	0.000265684	Enriched	0.047	0.002
Truepera	3.07	13.214	4.76E-05	0.000267523	Enriched	0.035	0.004
Pseudohalocynthiibacter	2.539	14.942	5.41E-05	0.000302952	Enriched	0.097	0.017
Streptococcus	1.872	12.549	5.45E-05	0.000304037	Enriched	0.026	0.007
Rhodothermus	4.722	12.773	5.48E-05	0.000304283	Enriched	0.02	0.001
Anaerosalibacter	4.785	13.135	5.67E-05	0.000312827	Enriched	0.031	0.001
Peredibacter	-0.808	14.944	5.68E-05	0.000312827	Depleted	0.036	0.064
Martelella	5.14	14.897	5.77E-05	0.000316903	Enriched	0.107	0.003
Nitrosococcus	18.529	14.966	5.83E-05	0.000318602	Enriched	0.038	0
Dehalospirillum	-14.887	9.966	5.95E-05	0.00032309	Depleted	0	0.003
Methylohalobius	-15.974	11.773	5.95E-05	0.00032309	Depleted	0	0.006
Clostridium_XVIII	-1.426	12.287	6.11E-05	0.000330318	Depleted	0.002	0.005
Cocleimonas	6.115	16.536	6.20E-05	0.000333874	Enriched	0.184	0.003
Anderseniella	3.27	14.988	7.13E-05	0.000382634	Enriched	0.226	0.023
Hoeflea	1.226	14.667	7.16E-05	0.000382634	Enriched	0.134	0.057
Haliea	0.056	15.942	7.55E-05	0.00040189	Enriched	0.261	0.252
Fastidiosipila	16.872	11.773	7.64E-05	0.000405293	Enriched	0.012	0
Mesonia	-1.464	14.694	8.38E-05	0.000442982	Depleted	0.02	0.054
Halochromatium	4.393	13.214	8.60E-05	0.000453087	Enriched	0.032	0.002
Terrabacter	-4.394	14.666	8.68E-05	0.00045529	Depleted	0.001	0.028
Roseiarcus	-0.618	14.214	9.33E-05	0.000487939	Depleted	0.025	0.039
Blastocatella	4.633	16.824	0.000109676	0.000571198	Enriched	0.075	0.003
Facklamia	-6.184	12.136	0.000121548	0.000630724	Depleted	0	0.012
Aureispira	0.814	15.566	0.000127364	0.00065851	Enriched	0.099	0.056
Methyloligella	3.528	14.551	0.000128689	0.000662956	Enriched	0.14	0.012
Micrococcus	16.79	11.551	0.000131037	0.000671728	Enriched	0.011	0
Olleya	2.71	14.943	0.000131333	0.000671728	Enriched	0.206	0.031
Thioalkalivibrio	1.43	14.288	0.000134167	0.000683775	Enriched	0.14	0.052
Leucothrix	5.971	15.536	0.000144873	0.000735709	Enriched	0.047	0.001
Pedobacter	-0.482	12.666	0.00015357	0.00077711	Depleted	0.014	0.019
Acidimicrobium	-3.718	13.288	0.000157668	0.000795027	Depleted	0.004	0.053
Psychrilyobacter	-2.184	10.966	0.000160034	0.000804113	Depleted	0.002	0.009
Marinomonas	-0.999	17.602	0.000168657	0.000844469	Depleted	0.158	0.315
Amorphus	-1.502	16.315	0.000169388	0.000845162	Depleted	0.101	0.286
Azoarcus	-3.044	14.288	0.000173479	0.000862558	Depleted	0.023	0.188
Plesiocystis	4.648	15.27	0.000187156	0.00092733	Enriched	0.076	0.003
Haliscomenobacter	2.38	16.483	0.000191724	0.000946677	Enriched	0.306	0.059
Pararhodospirillum	3.421	13.773	0.00019718	0.000970262	Enriched	0.037	0.003
Saccharospirillum	5.722	13.551	0.000202113	0.000991117	Enriched	0.02	0
Trueperella	-14.887	10.551	0.000205434	0.000997376	Depleted	0	0.003
Defluviicoccus	-14.695	9.966	0.000205461	0.000997376	Depleted	0	0.003
Dethiosulfatibacter	-16.695	12.426	0.000205486	0.000997376	Depleted	0	0.011
Rickettsia	0.322	17.341	0.000214193	0.001036114	Enriched	0.152	0.122
Thalassomonas	2.951	15.61	0.000230214	0.001109848	Enriched	0.108	0.014
Marinobacter	3.046	18.24	0.000233768	0.001123189	Enriched	1.402	0.17
Zhongshania	2.96	15.681	0.000238089	0.001140112	Enriched	0.065	0.008
Sediminibacter	-2.67	10.551	0.000245835	0.001173265	Depleted	0.001	0.005
Methylobacterium	4.734	17.793	0.000257998	0.001227211	Enriched	0.181	0.007
Paraglaciecola	5.472	17.688	0.000263247	0.00124802	Enriched	0.252	0.006
Paracoccus	2.651	15.733	0.000265234	0.001253273	Enriched	0.131	0.021
Nitrosospira	1.415	16.065	0.000266746	0.00125626	Enriched	0.358	0.134
Luteolibacter	-0.073	14.694	0.000269262	0.001263935	Depleted	0.097	0.102
Paludibacter	-2.102	10.966	0.00027971	0.001308677	Depleted	0.002	0.006
Desulfomicrobium	3.722	10.967	0.000284138	0.001325047	Enriched	0.01	0.001
Gp7	3.497	11.773	0.000325799	0.001514382	Enriched	0.013	0.001
Flagellimonas	5.025	12.136	0.000333811	0.001546588	Enriched	0.012	0
Pseudoteredinibacter	4.173	15.175	0.000337148	0.001556992	Enriched	0.041	0.002
Desulfatitalea	-0.903	11.288	0.000371096	0.00170824	Depleted	0.01	0.019
Stappia	18.645	15.376	0.000381926	0.001752439	Enriched	0.041	0
Candidatus_Anammoxoglobus	3.638	13.919	0.000404933	0.001852048	Enriched	0.033	0.003
Oxalophagus	-4.354	9.966	0.000420437	0.001916815	Depleted	0	0.003
Rheinheimera	0.447	13.824	0.000426086	0.001936384	Enriched	0.032	0.023
Nitrincola	3.509	13.873	0.00044462	0.002014201	Enriched	0.065	0.006
Gp6	2.096	13.214	0.000456131	0.002059606	Enriched	0.04	0.009
Gallaecimonas	4.005	12.965	0.00045753	0.002059606	Enriched	0.012	0.001
Pseudopelagicola	2.265	15.252	0.000474148	0.0021277	Enriched	0.162	0.034
Sinomicrobium	5.527	16.195	0.000479806	0.002146341	Enriched	0.07	0.002
Kinneretia	16.811	11.55	0.00049833	0.002220272	Enriched	0.011	0
Gp10	4.453	16.909	0.000499444	0.002220272	Enriched	0.764	0.035
Winogradskyella	2.087	16.359	0.00053075	0.002352113	Enriched	0.863	0.203
Marispirillum	-0.699	13.054	0.000545732	0.002411019	Depleted	0.008	0.013
Dyella	-3.769	10.966	0.000606969	0.002673288	Depleted	0	0.005
Roseivivax	1.777	13.053	0.000621915	0.002730684	Enriched	0.025	0.007
Planctomicrobium	2.494	12.666	0.000632889	0.002764723	Enriched	0.021	0.004
Balneatrix	3.541	14.72	0.000633542	0.002764723	Enriched	0.097	0.008
Tolumonas	-3.184	10.551	0.000645897	0.002809195	Depleted	0.001	0.006
Gp4	16.79	12.667	0.000649639	0.002809195	Enriched	0.011	0
Oceanicaulis	17.178	12.665	0.000649639	0.002809195	Enriched	0.015	0
Demequina	-2.831	13.92	0.00066282	0.002857536	Depleted	0.019	0.135
Desulfotomaculum	1.095	12.287	0.00066952	0.002877724	Enriched	0.033	0.016
Phycisphaera	2.124	14.72	0.000674438	0.002883962	Enriched	0.158	0.036
Limnohabitans	-0.776	16.315	0.000675447	0.002883962	Depleted	0.107	0.183
BRC1_genera_incertae_sedis	-1.632	14.824	0.000677034	0.002883962	Depleted	0.018	0.057
Parapedobacter	-14.209	8.966	0.000713096	0.003028536	Depleted	0	0.002
Advenella	-2.547	11.288	0.000724384	0.003067345	Depleted	0.001	0.007
Tangfeifania	-1.394	11.287	0.000803532	0.003392428	Depleted	0.005	0.014
Enhydrobacter	4.04	13.873	0.000808588	0.003397503	Enriched	0.031	0.002
Youngimonas	-4.959	14.489	0.000809496	0.003397503	Depleted	0.006	0.181
Fibrobacter	-1.448	11.288	0.000839932	0.003491547	Depleted	0.002	0.005
Thioprofundum	1.89	17.722	0.000842634	0.003491547	Enriched	0.907	0.245
Desulfatiferula	16.725	12.425	0.000846207	0.003491547	Enriched	0.011	0
Perspicuibacter	16.912	12.426	0.000846296	0.003491547	Enriched	0.012	0
Pseudozobellia	18.573	16.043	0.00084655	0.003491547	Enriched	0.039	0
Pseudonocardia	20.486	16.835	0.000846584	0.003491547	Enriched	0.147	0
Planctopirus	2.965	13.919	0.000866063	0.003561591	Enriched	0.035	0.005
Leptospira	-2.15	11.966	0.000973566	0.003992179	Depleted	0.003	0.016
Pricia	5.89	16.624	0.000979135	0.004003513	Enriched	0.09	0.002
Sandarakinorhabdus	-1.847	13.424	0.00099055	0.004038615	Depleted	0.008	0.029
Thermoanaerobaculum	6.246	13.873	0.000994093	0.00404151	Enriched	0.057	0.001
Alcanivorax	3.535	19.491	0.001034715	0.004194709	Enriched	2.477	0.214
Steroidobacter	-2.494	13.053	0.00106183	0.004292439	Depleted	0.011	0.065
Roseospira	16.811	13.666	0.001102568	0.00443235	Enriched	0.011	0
Caminicella	20.551	14.919	0.001102652	0.00443235	Enriched	0.154	0
Desulfarculus	-1.232	12.136	0.001109854	0.004448769	Depleted	0.005	0.012
Gp3	3.893	13.49	0.00116124	0.004641709	Enriched	0.051	0.003
Henriciella	1.757	13.053	0.001203669	0.004797863	Enriched	0.028	0.008
Bradymonas	3.485	15.287	0.001264342	0.005015149	Enriched	0.047	0.004
Microcella	6.045	13.135	0.001265209	0.005015149	Enriched	0.025	0
Tateyamaria	-0.373	16.954	0.00128984	0.005098621	Depleted	0.737	0.954
Gillisia	18.888	14.58	0.001435522	0.005612381	Enriched	0.049	0
Edaphobacter	19.958	15.391	0.001435526	0.005612381	Enriched	0.102	0
Gp1	20.38	14.72	0.001435542	0.005612381	Enriched	0.136	0
Salinispora	20.749	15.195	0.001435542	0.005612381	Enriched	0.176	0
Jejudonia	3.597	12.966	0.001443315	0.005617685	Enriched	0.018	0.002
Bermanella	6.822	19.222	0.001444773	0.005617685	Enriched	0.428	0.004
Pseudorhodobacter	-0.713	13.053	0.00145439	0.005639712	Depleted	0.014	0.023
Bosea	4.648	17.085	0.001596686	0.006174718	Enriched	0.076	0.003
