ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB
Alcaligenes	10.703	8.965	0.510345526	0.737855184	NotSig	0	0
Proteiniclasticum	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Vulcanibacillus	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Tardiphaga	10.704	8.967	0.510345526	0.737855184	NotSig	0	0
Sulfuriferula	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Kribbella	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Acetatifactor	12.288	10.551	0.510345526	0.737855184	NotSig	0	0
Robiginitomaculum	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Streptomonospora	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Xanthomonas	11.702	9.965	0.510345526	0.737855184	NotSig	0	0
Aestuariimicrobium	13.873	12.136	0.510345526	0.737855184	NotSig	0.002	0
Sporichthya	10.704	8.967	0.510345526	0.737855184	NotSig	0	0
Turneriella	12.288	10.551	0.510345526	0.737855184	NotSig	0	0
Rudaea	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Granulibacter	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Frondibacter	10.703	8.965	0.510345526	0.737855184	NotSig	0	0
Gallicola	10.703	8.965	0.510345526	0.737855184	NotSig	0	0
Jatrophihabitans	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Kushneria	11.703	9.966	0.510345526	0.737855184	NotSig	0	0
Lamprocystis	10.704	8.967	0.510345526	0.737855184	NotSig	0	0
Hanstruepera	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Herpetosiphon	11.703	9.966	0.510345526	0.737855184	NotSig	0	0
Cellulomonas	12.287	10.55	0.510345526	0.737855184	NotSig	0	0
Chiayiivirga	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Ehrlichia	12.703	10.966	0.510345526	0.737855184	NotSig	0.001	0
Caminibacter	12.288	10.551	0.510345526	0.737855184	NotSig	0	0
Candidatus_Brocadia	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Paraferrimonas	11.703	9.966	0.510345526	0.737855184	NotSig	0	0
Piscibacillus	10.703	8.965	0.510345526	0.737855184	NotSig	0	0
Planosporangium	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Phytohabitans	13.025	11.288	0.510345526	0.737855184	NotSig	0.001	0
Armatimonadetes_gp6	13.288	11.551	0.510345526	0.737855184	NotSig	0.001	0
Archangium	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Nubsella	12.288	10.551	0.510345526	0.737855184	NotSig	0	0
Nafulsella	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Mongoliicoccus	10.704	8.966	0.510345526	0.737855184	NotSig	0	0
Schlesneria	0.222	14.458	0.512139631	0.739699649	NotSig	0.038	0.033
Fusibacter	-1.588	16.425	0.518035648	0.747458917	NotSig	0.042	0.127
Cohaesibacter	-1.214	12.774	0.520117346	0.749704498	NotSig	0.008	0.019
Rhodobacter	0.928	15.136	0.520655994	0.749723617	NotSig	0.084	0.044
Limimonas	1.623	12.136	0.522473896	0.751582912	NotSig	0.005	0.002
Riemerella	1.615	15.812	0.523662647	0.752534338	NotSig	0.055	0.018
Natronoflexus	0.986	12.288	0.52653706	0.755903807	NotSig	0.006	0.003
Caulobacter	-0.126	15.195	0.527719101	0.756455868	NotSig	0.067	0.073
Akkermansia	-0.184	9.966	0.527981811	0.756455868	NotSig	0.001	0.002
Reyranella	1.755	12.135	0.529388477	0.757710488	NotSig	0.004	0.001
Saprospira	3.444	15.896	0.530388285	0.758380844	NotSig	0.033	0.003
Pelobacter	-0.259	13.357	0.532719262	0.760951338	NotSig	0.035	0.042
Halobacteriovorax	0.964	13.873	0.546927101	0.775456691	NotSig	0.084	0.043
Panacagrimonas	0.339	11.965	0.547117966	0.775456691	NotSig	0.004	0.003
Asticcacaulis	-4.184	11.966	0.550070734	0.775456691	NotSig	0	0.003
Catenibacterium	-2.184	9.966	0.550070734	0.775456691	NotSig	0	0.001
Comamonas	-1.185	8.967	0.550070734	0.775456691	NotSig	0	0
Enterococcus	-0.919	14.212	0.550321685	0.775456691	NotSig	0.009	0.017
Thiohalomonas	1.501	16.639	0.550811179	0.775456691	NotSig	0.879	0.311
Hydrobacter	1.038	12.772	0.550883096	0.775456691	NotSig	0.005	0.002
Rhodococcus	0.014	12.773	0.552057605	0.775456691	NotSig	0.013	0.013
Rhodoligotrophos	-1.184	8.966	0.552446388	0.775456691	NotSig	0	0
Sinobacterium	-1.184	8.966	0.552446388	0.775456691	NotSig	0	0
Laribacter	-1.184	8.966	0.552446388	0.775456691	NotSig	0	0
Coprobacter	-1.184	8.966	0.552446388	0.775456691	NotSig	0	0
Pseudenhygromyxa	-1.184	8.966	0.552446388	0.775456691	NotSig	0	0
Atribacteria_genera_incertae_sedis	-1.184	8.966	0.552446388	0.775456691	NotSig	0	0
Thiorhodospira	1.816	11.967	0.554829209	0.775456691	NotSig	0.001	0
Desulfobacter	4.274	14.424	0.554829209	0.775456691	NotSig	0.007	0
Herminiimonas	2.815	12.966	0.554829209	0.775456691	NotSig	0.003	0
Desulfotalea	0.4	10.551	0.554829209	0.775456691	NotSig	0	0
Anaerocella	-0.184	9.966	0.554829209	0.775456691	NotSig	0	0
Ornithobacterium	-1.183	8.966	0.554829209	0.775456691	NotSig	0	0
Arhodomonas	-0.184	9.966	0.554829209	0.775456691	NotSig	0	0
Aeribacillus	0.815	11.966	0.556565215	0.777121881	NotSig	0.003	0.002
Lutispora	-0.107	9.967	0.563572075	0.786136218	NotSig	0.003	0.003
Pandoraea	3.612	15.61	0.568962661	0.792880584	NotSig	0.023	0.002
Neochlamydia	1.623	13.61	0.57268111	0.797283848	NotSig	0.008	0.003
Odoribacter	3.064	12.552	0.57573514	0.800754429	NotSig	0.006	0.001
Sphaerotilus	4.108	16.458	0.57899971	0.804510794	NotSig	0.065	0.004
Sunxiuqinia	4.964	16.053	0.582673866	0.808828411	NotSig	0.024	0.001
Fusicatenibacter	2.4	14.135	0.583834605	0.809652072	NotSig	0.008	0.002
Aquimonas	2.986	13.721	0.58499756	0.810477202	NotSig	0.006	0.001
Caldithrix	3.578	14.798	0.589399146	0.815783299	NotSig	0.032	0.003
Saccharopolyspora	1.759	12.136	0.590845967	0.816993406	NotSig	0.017	0.005
Desulfobacterium	0.005	12.773	0.596858872	0.824508819	NotSig	0.019	0.019
Desulfopila	-0.495	13.92	0.599376099	0.82718539	NotSig	0.026	0.037
Methylocapsa	0.816	8.966	0.60198082	0.828382112	NotSig	0.001	0
Megasphaera	3.208	11.966	0.601984758	0.828382112	NotSig	0.004	0
Belnapia	2.815	11.966	0.601984758	0.828382112	NotSig	0.003	0
Armatimonas/Armatimonadetes_gp1	1.275	11.55	0.602825048	0.828739252	NotSig	0.004	0.002
Pseudochrobactrum	1.137	9.966	0.605131637	0.830028058	NotSig	0.001	0
Williamsia	1.986	11.551	0.605131637	0.830028058	NotSig	0.001	0
Ornithinibacter	3.781	15.638	0.605507504	0.830028058	NotSig	0.021	0.002
Rubrimonas	3.469	15.073	0.606403112	0.830076578	NotSig	0.025	0.002
Thermoflavifilum	1.137	9.966	0.606706286	0.830076578	NotSig	0.001	0
Carboxydothermus	1.4	10.551	0.60828745	0.831442712	NotSig	0.001	0
Elizabethkingia	-1.042	12.425	0.609030485	0.831661725	NotSig	0.005	0.011
Rhodoplanes	0.401	9.966	0.611450575	0.832578412	NotSig	0.001	0.001
Marinimicrobium	0.4	12.55	0.611451734	0.832578412	NotSig	0.002	0.002
Succinispira	1.136	9.966	0.61145212	0.832578412	NotSig	0.001	0
Salinicola	2.015	15.566	0.614914015	0.83649409	NotSig	0.025	0.006
Fulvivirga	1.415	17.601	0.619579586	0.842038162	NotSig	0.365	0.137
Desulforhopalus	1.211	13.666	0.627397753	0.851852134	NotSig	0.037	0.016
Congregibacter	1.072	15.848	0.631983618	0.85726295	NotSig	0.292	0.139
Desulfonema	1.415	15.425	0.633143934	0.858021267	NotSig	0.034	0.013
Pantoea	-3.701	14.638	0.638802397	0.864868141	NotSig	0.005	0.063
Beijerinckia	0.722	12.666	0.643474013	0.870367219	NotSig	0.002	0.002
Pseudochelatococcus	0.623	11.288	0.646713614	0.873920764	NotSig	0.001	0.001
Propionispira	0.399	10.551	0.649962065	0.877479533	NotSig	0.001	0.001
Parvibaculum	0.868	13.288	0.651142944	0.878242893	NotSig	0.066	0.036
Mucilaginibacter	0.138	9.966	0.654844721	0.882401716	NotSig	0.001	0.001
Aliidiomarina	-0.628	11.288	0.656652611	0.884003091	NotSig	0.004	0.006
Ruminococcus	4.397	17.713	0.659637255	0.887184131	NotSig	0.08	0.004
Pseudoxanthobacter	1.156	15.214	0.665331834	0.894000496	NotSig	0.052	0.023
Stackebrandtia	1.189	14.52	0.667550957	0.895848309	NotSig	0.009	0.004
Leifsonia	0.49	14.897	0.667962579	0.895848309	NotSig	0.022	0.016
Aspromonas	0.552	10.965	0.669887245	0.897586009	NotSig	0.002	0.001
Sulfuritalea	0.4	10.966	0.672497175	0.899930235	NotSig	0.002	0.001
Faecalibacterium	1.884	15.823	0.67289808	0.899930235	NotSig	0.032	0.009
Syntrophus	0.866	11.549	0.675122321	0.902059506	NotSig	0.005	0.003
Limnobacter	0.401	10.967	0.676424537	0.90295399	NotSig	0.002	0.001
Formosa	1.557	15.01	0.684792829	0.913270437	NotSig	0.039	0.013
Cetobacterium	0.723	11.773	0.690223993	0.91965419	NotSig	0.003	0.002
Pseudoxanthomonas	1.746	14.323	0.692531962	0.921868572	NotSig	0.01	0.003
Escherichia/Shigella	-1.073	11.967	0.701362284	0.93275301	NotSig	0.005	0.009
Fluviimonas	0.716	11.967	0.703266634	0.934414792	NotSig	0.009	0.006
Caenispirillum	-1.839	14.136	0.7091221	0.941123673	NotSig	0.01	0.036
Empedobacter	0.926	13.214	0.709726325	0.941123673	NotSig	0.012	0.006
Pseudoalteromonas	0.918	18.982	0.710294461	0.941123673	NotSig	1.203	0.636
Defluviimonas	-0.228	13.426	0.711895158	0.942369564	NotSig	0.011	0.013
Blastomonas	2.186	18.305	0.718528209	0.950268539	NotSig	0.526	0.116
Thiocapsa	2.275	12.773	0.721506266	0.953323557	NotSig	0.004	0.001
Ruminococcus2	1.552	11.966	0.728222864	0.961308073	NotSig	0.003	0.001
SR1_genera_incertae_sedis	5.377	15.824	0.732264132	0.965390025	NotSig	0.031	0.001
Rhizobacter	1.845	13.053	0.732668113	0.965390025	NotSig	0.008	0.002
Conexibacter	0.714	13.288	0.741022456	0.975497274	NotSig	0.007	0.004
Litoreibacter	1.623	17.848	0.743119927	0.977356807	NotSig	0.77	0.25
Bizionia	1.51	14.288	0.754699457	0.991672307	NotSig	0.021	0.007
Dasania	0.003	13.966	0.757102324	0.993914459	NotSig	0.031	0.031
Moritella	0.939	12.136	0.758013719	0.994196302	NotSig	0.01	0.005
Robiginitalea	0.518	14.288	0.759867742	0.995712826	NotSig	0.051	0.036
Kordiimonas	-1.166	14.323	0.771842765	1	NotSig	0.038	0.086
Rubrobacter	0.516	11.288	0.775752559	1	NotSig	0.009	0.006
Marinobacterium	-0.661	14.848	0.784911072	1	NotSig	0.086	0.136
Achromobacter	2.292	14.897	0.788534703	1	NotSig	0.015	0.003
Flectobacillus	3.243	17.323	0.794409956	1	NotSig	0.222	0.023
Methyloversatilis	3.351	14.457	0.795592118	1	NotSig	0.019	0.002
Malikia	0.931	11.55	0.797958648	1	NotSig	0.004	0.002
Gp13	4.838	14.848	0.804836725	1	NotSig	0.011	0
Polyangium	1.4	10.551	0.804836725	1	NotSig	0.001	0
Luteibacter	2.903	12.666	0.804836725	1	NotSig	0.003	0
Desulfurobacterium	4.063	13.666	0.804836725	1	NotSig	0.006	0
Gemmiger	1.538	14.135	0.805321261	1	NotSig	0.011	0.004
Dialister	3.569	13.55	0.806788337	1	NotSig	0.004	0
Fulvimonas	1.985	11.773	0.80874065	1	NotSig	0.002	0
Phaselicystis	0.816	10.966	0.808741664	1	NotSig	0.001	0.001
Dyadobacter	1.815	11.551	0.808741664	1	NotSig	0.001	0
Castellaniella	0.4	8.967	0.810695677	1	NotSig	0.001	0
Lactonifactor	1.137	10.551	0.812651124	1	NotSig	0.001	0
Phascolarctobacterium	1.815	12.551	0.812651372	1	NotSig	0.003	0.001
Oceanirhabdus	1.815	11.551	0.812651372	1	NotSig	0.001	0
Lutibacter	1.684	16.269	0.814814909	1	NotSig	0.092	0.029
Corynebacterium	-1.957	15.58	0.830739574	1	NotSig	0.013	0.051
Aureimonas	1.664	13.774	0.834723997	1	NotSig	0.006	0.002
Nevskia	0.448	15.708	0.840087233	1	NotSig	0.026	0.019
Nereida	2.516	14.251	0.84113684	1	NotSig	0.009	0.002
Bellilinea	1.478	12.772	0.856436942	1	NotSig	0.003	0.001
Nautella	-0.246	17.891	0.856499393	1	NotSig	0.228	0.271
Aquisphaera	2.208	13.72	0.859929215	1	NotSig	0.021	0.005
Silanimonas	0.93	11.55	0.861752525	1	NotSig	0.002	0.001
Aquaspirillum	0.465	12.136	0.86789469	1	NotSig	0.012	0.008
Xanthobacter	1.737	15.305	0.869333138	1	NotSig	0.024	0.007
Brevundimonas	1.373	16.594	0.877915426	1	NotSig	0.147	0.057
Sneathiella	0.96	14.425	0.880571063	1	NotSig	0.075	0.039
Gaiella	-0.447	9.966	0.881892895	1	NotSig	0.001	0.001
Geojedonia	-1.769	14.773	0.886321779	1	NotSig	0.023	0.078
Providencia	0.233	11.552	0.890041201	1	NotSig	0.003	0.002
Aquicella	3.171	15.306	0.89125697	1	NotSig	0.065	0.007
Maribius	1.591	13.824	0.891432121	1	NotSig	0.015	0.005
Salinarimonas	2.062	12.287	0.901061612	1	NotSig	0.003	0.001
Segetibacter	3.903	14.323	0.904090708	1	NotSig	0.011	0.001
Reinekea	1.294	14.053	0.904226651	1	NotSig	0.026	0.011
Selenomonas	4.648	15.01	0.905606118	1	NotSig	0.019	0.001
Pseudovibrio	1.558	13.873	0.908139369	1	NotSig	0.032	0.011
Duganella	1.275	10.967	0.910153508	1	NotSig	0.002	0.001
Lactococcus	-2.959	18.954	0.91106437	1	NotSig	0.17	1.324
Alsobacter	-0.185	8.967	0.914315183	1	NotSig	0	0
Stella	-0.699	10.966	0.914703666	1	NotSig	0.001	0.002
Parasutterella	-0.185	8.966	0.916622423	1	NotSig	0	0
Caldibacillus	-0.185	8.966	0.916622423	1	NotSig	0	0
Erysipelothrix	-0.184	10.967	0.918930512	1	NotSig	0.001	0.001
Acetivibrio	0.814	10.551	0.918930512	1	NotSig	0.001	0
Ferribacterium	1.4	11.288	0.918930512	1	NotSig	0.001	0
Dongia	1.137	10.965	0.921238993	1	NotSig	0.001	0
Thiocystis	1.137	10.966	0.921238993	1	NotSig	0.001	0
Cronobacter	-0.184	9.967	0.921238993	1	NotSig	0.001	0.001
Tumebacillus	1.137	10.965	0.92354842	1	NotSig	0.001	0
Lentibacillus	1.138	10.551	0.92354842	1	NotSig	0.001	0
Acidaminococcus	1.401	11.288	0.92354842	1	NotSig	0.001	0
Pseudofulvibacter	1.086	17.204	0.92965347	1	NotSig	0.269	0.127
Propionigenium	-0.057	12.136	0.945691354	1	NotSig	0.01	0.01
Patulibacter	-2.869	13.551	0.95247152	1	NotSig	0.002	0.017
Mooreia	1.072	12.873	0.963983508	1	NotSig	0.007	0.003
Natranaerovirga	1.478	12.426	0.969257136	1	NotSig	0.003	0.001
Desulfovirga	0.256	10.551	0.972551754	1	NotSig	0.003	0.003
Permianibacter	1.239	12.966	0.974094845	1	NotSig	0.01	0.004
Legionella	-0.621	13.666	0.975113594	1	NotSig	0.034	0.052
Paenibacillus	0.581	11.552	0.979421296	1	NotSig	0.008	0.006
Pseudobacteriovorax	1.352	12.425	0.981640452	1	NotSig	0.005	0.002
Iamia	0.491	11.551	0.984391969	1	NotSig	0.016	0.012
Coxiella	-0.418	14.987	0.996681466	1	NotSig	0.049	0.066
Lutimonas	0.86	15.92	1	1	NotSig	0.17	0.094
