ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB
Inquilinus	-0.748	9.965	0.622462689	0.868283731	NotSig	0.001	0.002
Methyloligella	0.99	11.773	0.628768758	0.875673533	NotSig	0.008	0.004
Saccharibacteria_genera_incertae_sedis	-0.65	12.667	0.629434984	0.875673533	NotSig	0.01	0.015
Arenicella	-0.969	9.966	0.630213002	0.875673533	NotSig	0.001	0.002
Herminiimonas	-0.431	12.136	0.630214939	0.875673533	NotSig	0.014	0.019
Thermoleophilum	0.625	11.551	0.635442341	0.882076467	NotSig	0.009	0.006
Streptobacillus	-0.426	9.967	0.636059344	0.882076467	NotSig	0.002	0.003
Fusicatenibacter	1.726	11.773	0.643393556	0.891381169	NotSig	0.01	0.003
Oceanospirillum	5.236	19.01	0.652673026	0.90336024	NotSig	1.265	0.034
Treponema	3.365	15.885	0.663578703	0.917195212	NotSig	0.112	0.011
Gracilibacter	-0.748	8.965	0.664596951	0.917195212	NotSig	0	0.001
Agarivorans	-0.748	8.966	0.664596951	0.917195212	NotSig	0	0.001
Nitrosococcus	-1.332	9.966	0.671037412	0.925188779	NotSig	0	0.001
Enterovibrio	-0.747	8.966	0.674264495	0.927845164	NotSig	0	0.001
Desulfofaba	-0.747	8.966	0.674264495	0.927845164	NotSig	0	0.001
Ferruginibacter	0.924	13.92	0.679440983	0.933863465	NotSig	0.086	0.045
Thiophaeococcus	2.533	13.666	0.680263712	0.933863465	NotSig	0.014	0.002
Aquihabitans	0.343	12.288	0.680601264	0.933863465	NotSig	0.055	0.043
Blastopirellula	0.34	14.136	0.685836206	0.940142427	NotSig	0.135	0.107
Variovorax	0.932	11.551	0.686976113	0.940801261	NotSig	0.007	0.003
Advenella	1.18	12.137	0.701932768	0.960362474	NotSig	0.008	0.003
Coraliomargarita	-0.425	9.966	0.705258108	0.963987855	NotSig	0.002	0.003
Gp7	0.325	14.288	0.706884321	0.965286054	NotSig	0.034	0.027
Lacihabitans	0.292	12.966	0.711624549	0.97083005	NotSig	0.062	0.051
Akkermansia	0.89	11.287	0.7174334	0.977718485	NotSig	0.006	0.003
Anaerobranca	-0.332	8.967	0.718044129	0.977718485	NotSig	0.002	0.002
Uruburuella	1.253	11.287	0.727199489	0.989240869	NotSig	0.005	0.002
Desulfococcus	1.475	11.55	0.73057185	0.992881933	NotSig	0.006	0.002
Tateyamaria	0.616	11.288	0.732811265	0.993843948	NotSig	0.004	0.002
Terrimicrobium	0.838	11.289	0.732811651	0.993843948	NotSig	0.004	0.002
Ectothiorhodospira	1.171	12.288	0.73336908	0.993843948	NotSig	0.021	0.009
Pseudochrobactrum	2.157	13.92	0.735593053	0.995912037	NotSig	0.048	0.011
Aureivirga	-1.069	10.966	0.747560396	1	NotSig	0.003	0.005
Lutibacter	0.253	10.55	0.75439966	1	NotSig	0.004	0.003
Bartonella	0.253	8.967	0.762558191	1	NotSig	0.002	0.002
Alkalibacterium	1.087	12.288	0.76696037	1	NotSig	0.017	0.008
Gp6	0.743	13.288	0.774770323	1	NotSig	0.126	0.075
Spongiibacter	-0.095	12.666	0.77907363	1	NotSig	0.014	0.015
Aspromonas	0.87	12.288	0.788448313	1	NotSig	0.019	0.01
Methanobacterium	-0.654	10.965	0.793724329	1	NotSig	0.003	0.005
Glycomyces	-0.747	9.966	0.79639503	1	NotSig	0.001	0.001
Rubrivivax	-0.332	8.967	0.799054125	1	NotSig	0.001	0.001
Cnuella	-0.332	8.966	0.799055864	1	NotSig	0.001	0.001
Armatimonadetes_gp2	-0.332	9.967	0.803422914	1	NotSig	0.002	0.002
Winogradskyella	1.668	11.773	0.807037011	1	NotSig	0.003	0.001
Tepidimonas	0.762	13.136	0.818955086	1	NotSig	0.031	0.018
Kofleria	1.061	13.824	0.820161457	1	NotSig	0.067	0.032
Gp26	2.253	11.966	0.820780608	1	NotSig	0.005	0.001
Chondromyces	0.281	12.666	0.821290076	1	NotSig	0.042	0.035
Latescibacteria_genera_incertae_sedis	-0.07	9.967	0.822524531	1	NotSig	0.002	0.002
Chryseolinea	2.565	16.136	0.829189452	1	NotSig	0.534	0.09
Marivirga	0.533	10.966	0.837662516	1	NotSig	0.007	0.005
Paraferrimonas	1.767	12.288	0.840574488	1	NotSig	0.017	0.005
Azospirillum	2.62	16.043	0.840980732	1	NotSig	0.299	0.049
Dechloromonas	0.541	16.095	0.841779058	1	NotSig	0.878	0.603
Gp5	1.17	11.288	0.845578998	1	NotSig	0.007	0.003
Syntrophobotulus	0.253	8.967	0.859833801	1	NotSig	0.001	0.001
Gallionella	2.712	12.288	0.862850367	1	NotSig	0.005	0.001
Cellulosimicrobium	0.253	8.967	0.862850367	1	NotSig	0.001	0.001
Rubrobacter	0.837	9.967	0.862850865	1	NotSig	0.001	0.001
WPS-2_genera_incertae_sedis	-0.485	9.967	0.863280172	1	NotSig	0.001	0.002
Spongiimonas	-0.747	10.551	0.868888028	1	NotSig	0.001	0.001
Natranaerovirga	0.253	8.967	0.868888028	1	NotSig	0.001	0.001
Fabibacter	-0.484	9.965	0.870166232	1	NotSig	0.001	0.002
Alkanindiges	-0.548	16.61	0.871184026	1	NotSig	0.369	0.54
Orientia	0.252	8.967	0.871911898	1	NotSig	0.001	0.001
Vulcaniibacterium	-0.095	10.551	0.881799203	1	NotSig	0.005	0.005
Gordonia	1.785	17.967	0.885665456	1	NotSig	0.428	0.124
Desulfovirga	-0.162	8.967	0.886276972	1	NotSig	0.001	0.001
Parapedobacter	1.632	12.425	0.886280805	1	NotSig	0.005	0.002
Pelotomaculum	-0.162	8.967	0.888584895	1	NotSig	0.001	0.001
Alicyclobacillus	0.335	11.288	0.895651514	1	NotSig	0.007	0.006
Thiomicrospira	0.254	8.966	0.901007407	1	NotSig	0	0
Pseudopelagicola	3.253	11.966	0.901007407	1	NotSig	0.003	0
Dyadobacter	-0.393	11.288	0.901452671	1	NotSig	0.01	0.013
Blastochloris	0.253	8.966	0.905290014	1	NotSig	0	0
Iodobacter	0.253	8.966	0.905290014	1	NotSig	0	0
Thermobifida	0.253	8.966	0.905290014	1	NotSig	0	0
Atribacteria_genera_incertae_sedis	0.253	8.966	0.905290014	1	NotSig	0	0
Ancalomicrobium	0.253	8.965	0.905290014	1	NotSig	0	0
Paludibaculum	0.39	10.549	0.905763325	1	NotSig	0.005	0.003
Sediminibacter	2.968	15.322	0.909292173	1	NotSig	0.038	0.005
Cyclobacterium	-0.746	9.966	0.909576751	1	NotSig	0	0.001
Aestuariibacter	-2.747	11.966	0.909576751	1	NotSig	0	0.003
Bermanella	0.252	8.966	0.909576751	1	NotSig	0	0
Lutispora	0.252	8.966	0.909576751	1	NotSig	0	0
Candidatus_Hydrogenedens	0.252	8.966	0.909576751	1	NotSig	0	0
Rugosimonospora	0.251	8.967	0.909576751	1	NotSig	0	0
Ferrimicrobium	-0.484	12.136	0.918126163	1	NotSig	0.018	0.024
Propionigenium	1.86	13.425	0.920019841	1	NotSig	0.028	0.008
Alistipes	0.667	11.286	0.925786238	1	NotSig	0.005	0.003
Pseudenhygromyxa	0.363	13.214	0.929919389	1	NotSig	0.034	0.027
Nonlabens	0.919	12.666	0.939797732	1	NotSig	0.03	0.016
Azotobacter	-0.15	11.773	0.944936011	1	NotSig	0.013	0.014
Flavitalea	-0.275	13.359	0.949657458	1	NotSig	0.032	0.039
Dehalospirillum	2.163	14.391	0.953720459	1	NotSig	0.13	0.029
Sphingorhabdus	0.642	17.065	0.961694135	1	NotSig	0.384	0.246
Rhodomicrobium	-0.01	8.967	0.973792487	1	NotSig	0.002	0.002
Profundibacterium	-0.069	10.551	0.98444281	1	NotSig	0.003	0.003
Georgfuchsia	1.663	14.798	0.991552188	1	NotSig	0.12	0.038
Sphingopyxis	1.1	15.72	0.999347192	1	NotSig	0.441	0.206
